"date","steps"
"2022-06-24",9871
"2022-06-23",10667
"2022-06-22",6870
"2022-06-21",5094
"2022-06-20",14296
"2022-06-19",6458
"2022-06-18",6249
"2022-06-17",8489
"2022-06-16",6037
"2022-06-15",5080
"2022-06-14",6568
"2022-06-13",7374
"2022-06-12",6767
"2022-06-11",7055
"2022-06-10",6196
"2022-06-09",1419
"2022-06-08",8958
"2022-06-07",4437
"2022-06-06",7729
"2022-06-05",11154
"2022-06-04",5913
"2022-06-03",4789
"2022-06-02",6820
"2022-06-01",7613
"2022-05-31",6142
"2022-05-30",10247
"2022-05-29",4127
"2022-05-28",5257
"2022-05-27",2173
"2022-05-26",2706
"2022-05-25",6899
"2022-05-24",3146
"2022-05-23",9353
"2022-05-22",5381
"2022-05-21",4505
"2022-05-20",5285
"2022-05-19",9012
"2022-05-18",5900
"2022-05-17",6817
"2022-05-16",11325
"2022-05-15",6006
"2022-05-14",10924
"2022-05-13",2686
"2022-05-12",10948
"2022-05-11",6622
"2022-05-10",9225
"2022-05-09",3075
"2022-05-08",946
"2022-05-07",3608
"2022-05-06",6108
"2022-05-05",4548
"2022-05-04",10391
"2022-05-03",4317
"2022-05-02",10754
"2022-05-01",14862
"2022-04-30",12564
"2022-04-29",193
"2022-04-28",9054
"2022-04-27",11396
"2022-04-26",5653
"2022-04-25",4915
"2022-04-24",8373
"2022-04-23",8928
"2022-04-22",3402
"2022-04-21",12493
"2022-04-20",14604
"2022-04-19",8453
"2022-04-18",2649
"2022-04-17",7700
"2022-04-16",1763
"2022-04-15",6657
"2022-04-14",7317
"2022-04-13",10606
"2022-04-12",4680
"2022-04-11",6975
"2022-04-10",6051
"2022-04-09",4957
"2022-04-08",3103
"2022-04-07",15983
"2022-04-06",11353
"2022-04-05",6701
"2022-04-04",12998
"2022-04-03",7158
"2022-04-02",8218
"2022-04-01",6782
"2022-03-31",6675
"2022-03-30",10368
"2022-03-29",15377
"2022-03-28",5156
"2022-03-27",9079
"2022-03-26",9599
"2022-03-25",11576
"2022-03-24",11022
"2022-03-23",3003
"2022-03-22",9588
"2022-03-21",7234
"2022-03-20",5148
"2022-03-19",9047
"2022-03-18",1201
"2022-03-17",2720
"2022-03-16",9671
"2022-03-15",12197
"2022-03-14",83
"2022-03-13",7734
"2022-03-12",21518
"2022-03-11",6951
"2022-03-10",7710
"2022-03-09",3960
"2022-03-08",5767
"2022-03-07",101
"2022-03-06",5986
"2022-03-05",10024
"2022-03-04",5002
"2022-03-03",8178
"2022-03-02",5008
"2022-03-01",10830
"2022-02-28",5424
"2022-02-27",12218
"2022-02-26",6842
"2022-02-25",4869
"2022-02-24",9266
"2022-02-23",8615
"2022-02-22",6519
"2022-02-21",4927
"2022-02-20",5578
"2022-02-19",17951
"2022-02-18",10920
"2022-02-17",9223
"2022-02-16",3747
"2022-02-15",6952
"2022-02-14",2241
"2022-02-13",8592
"2022-02-12",13726
"2022-02-11",3180
"2022-02-10",8183
"2022-02-09",1094
"2022-02-08",9270
"2022-02-07",229
"2022-02-06",6428
"2022-02-05",13691
"2022-02-04",102
"2022-02-03",8972
"2022-02-02",5036
"2022-02-01",9591
"2022-01-31",481
"2022-01-30",10143
"2022-01-29",5332
"2022-01-28",1151
"2022-01-27",2930
"2022-01-26",10151
"2022-01-25",10587
"2022-01-24",8987
"2022-01-23",1829
"2022-01-22",10695
"2022-01-21",5554
"2022-01-20",9931
"2022-01-19",5546
"2022-01-18",11681
"2022-01-17",12938
"2022-01-16",8090
"2022-01-15",17610
"2022-01-14",13225
"2022-01-13",13550
"2022-01-12",529
"2022-01-11",10386
"2022-01-10",7013
"2022-01-09",8997
"2022-01-08",7867
"2022-01-07",8282
"2022-01-06",8710
"2022-01-05",4778
"2022-01-04",12693
"2022-01-03",9987
"2022-01-02",9483
"2022-01-01",15115
"2021-12-31",7274
"2021-12-30",8802
"2021-12-29",9417
"2021-12-28",8553
"2021-12-27",16504
"2021-12-26",5976
"2021-12-25",7734
"2021-12-24",7283
"2021-12-23",8192
"2021-12-22",6939
"2021-12-21",3442
"2021-12-20",13570
"2021-12-19",1430
"2021-12-18",5200
"2021-12-17",6402
"2021-12-16",9711
"2021-12-15",7393
"2021-12-14",7327
"2021-12-13",3528
"2021-12-12",4034
"2021-12-11",3337
"2021-12-10",2612
"2021-12-09",8574
"2021-12-08",9644
"2021-12-07",8655
"2021-12-06",8149
"2021-12-05",9960
"2021-12-04",493
"2021-12-03",8112
"2021-12-02",9627
"2021-12-01",1424
"2021-11-30",9551
"2021-11-29",7947
"2021-11-28",7675
"2021-11-27",12200
"2021-11-26",7457
"2021-11-25",9420
"2021-11-24",5499
"2021-11-23",10713
"2021-11-22",10897
"2021-11-21",6323
"2021-11-20",6417
"2021-11-19",10831
"2021-11-18",10238
"2021-11-17",4388
"2021-11-16",9690
"2021-11-15",7600
"2021-11-14",3020
"2021-11-13",5872
"2021-11-12",9229
"2021-11-11",1718
"2021-11-10",4560
"2021-11-09",8589
"2021-11-08",9015
"2021-11-07",6528
"2021-11-06",5989
"2021-11-05",2022
"2021-11-04",9601
"2021-11-03",4776
"2021-11-02",11691
"2021-11-01",5733
"2021-10-31",6346
"2021-10-30",6023
"2021-10-29",6510
"2021-10-28",11628
"2021-10-27",11679
"2021-10-26",11618
"2021-10-25",5123
"2021-10-24",8390
"2021-10-23",3168
"2021-10-22",7129
"2021-10-21",10705
"2021-10-20",6807
"2021-10-19",11202
"2021-10-18",4092
"2021-10-17",10019
"2021-10-16",3304
"2021-10-15",6977
"2021-10-14",14400
"2021-10-13",7304
"2021-10-12",25697
"2021-10-11",11678
"2021-10-10",5221
"2021-10-09",7040
"2021-10-08",5851
"2021-10-07",13022
"2021-10-06",8375
"2021-10-05",11799
"2021-10-04",1313
"2021-10-03",6468
"2021-10-02",13439
"2021-10-01",5999
"2021-09-30",8313
"2021-09-29",6373
"2021-09-28",10111
"2021-09-27",4569
"2021-09-26",5884
"2021-09-25",7616
"2021-09-24",7239
"2021-09-23",3944
"2021-09-22",20930
"2021-09-21",5776
"2021-09-20",9568
"2021-09-19",8530
"2021-09-18",2290
"2021-09-17",6827
"2021-09-16",7906
"2021-09-15",7727
"2021-09-14",6650
"2021-09-13",982
"2021-09-12",9196
"2021-09-11",12041
"2021-09-10",4289
"2021-09-09",6566
"2021-09-08",15647
"2021-09-07",9681
"2021-09-06",8342
"2021-09-05",9933
"2021-09-04",13793
"2021-09-03",11891
"2021-09-02",10032
"2021-09-01",6646
"2021-08-31",7673
"2021-08-30",4703
"2021-08-29",3151
"2021-08-28",13681
"2021-08-27",5330
"2021-08-26",5737
"2021-08-25",4324
"2021-08-24",12439
"2021-08-23",8115
"2021-08-22",9463
"2021-08-21",4822
"2021-08-20",11587
"2021-08-19",9441
"2021-08-18",11713
"2021-08-17",4599
"2021-08-16",3912
"2021-08-15",5609
"2021-08-14",4253
"2021-08-13",11902
"2021-08-12",32627
"2021-08-11",14865
"2021-08-10",3144
"2021-08-09",7961
"2021-08-08",10945
"2021-08-07",1981
"2021-08-06",10346
"2021-08-05",10927
"2021-08-04",12930
"2021-08-03",12055
"2021-08-02",5591
"2021-08-01",4780
"2021-07-31",11449
"2021-07-30",3637
"2021-07-29",5919
"2021-07-28",8630
"2021-07-27",3328
"2021-07-26",12070
"2021-07-25",26513
"2021-07-24",21185
"2021-07-23",12638
"2021-07-22",1559
"2021-07-21",5572
"2021-07-20",6029
"2021-07-19",5758
"2021-07-18",11460
"2021-07-17",11729
"2021-07-16",9973
"2021-07-15",4631
"2021-07-14",5713
"2021-07-13",5954
"2021-07-12",8829
"2021-07-11",12953
"2021-07-10",13157
"2021-07-09",10319
"2021-07-08",7239
"2021-07-07",10455
"2021-07-06",1658
"2021-07-05",608
"2021-07-04",3856
"2021-07-03",8666
"2021-07-02",2655
"2021-07-01",425
"2021-06-30",1728
"2021-06-29",7168
"2021-06-28",2438
"2021-06-27",12954
"2021-06-26",17394
"2021-06-25",1561
"2021-06-24",5835
"2021-06-23",9706
"2021-06-22",4609
"2021-06-21",9866
"2021-06-20",9710
"2021-06-19",3197
"2021-06-18",4570
"2021-06-17",6974
"2021-06-16",6119
"2021-06-15",6878
"2021-06-14",8130
"2021-06-13",10881
"2021-06-12",11556
"2021-06-11",9625
"2021-06-10",16328
"2021-06-09",9494
"2021-06-08",3560
"2021-06-07",6705
"2021-06-06",8095
"2021-06-05",7485
"2021-06-04",10004
"2021-06-03",3157
"2021-06-02",4532
"2021-06-01",12239
"2021-05-31",4711
"2021-05-30",8742
"2021-05-29",6918
"2021-05-28",4600
"2021-05-27",1583
"2021-05-26",10543
"2021-05-25",10838
"2021-05-24",5777
"2021-05-23",4447
"2021-05-22",15888
"2021-05-21",7526
"2021-05-20",5966
"2021-05-19",4149
"2021-05-18",3882
"2021-05-17",10663
"2021-05-16",508
"2021-05-15",23016
"2021-05-14",5148
"2021-05-13",9896
"2021-05-12",6490
"2021-05-11",3975
"2021-05-10",908
"2021-05-09",5949
"2021-05-08",5304
"2021-05-07",241
"2021-05-06",690
"2021-05-05",2384
"2021-05-04",10355
"2021-05-03",4090
"2021-05-02",12719
"2021-05-01",8595
"2021-04-30",3933
"2021-04-29",4643
"2021-04-28",5889
"2021-04-27",4007
"2021-04-26",8834
"2021-04-25",3321
"2021-04-24",8069
"2021-04-23",2003
"2021-04-22",5273
"2021-04-21",5518
"2021-04-20",4937
"2021-04-19",2804
"2021-04-18",11037
"2021-04-17",4622
"2021-04-16",5961
"2021-04-15",4153
"2021-04-14",8189
"2021-04-13",3755
"2021-04-12",6358
"2021-04-11",5315
"2021-04-10",8826
"2021-04-09",134
"2021-04-08",3881
"2021-04-07",11136
"2021-04-06",4191
"2021-04-05",6861
"2021-04-04",10501
"2021-04-03",10683
"2021-04-02",7887
"2021-04-01",9797
"2021-03-31",8221
"2021-03-30",6145
"2021-03-29",7490
"2021-03-28",9674
"2021-03-27",9186
"2021-03-26",14372
"2021-03-25",3010
"2021-03-24",4539
"2021-03-23",8117
"2021-03-22",3340
"2021-03-21",923
"2021-03-20",3020
"2021-03-19",2082
"2021-03-18",14941
"2021-03-17",4399
"2021-03-16",10012
"2021-03-15",6829
"2021-03-14",3154
"2021-03-13",15893
"2021-03-12",5402
"2021-03-11",21653
"2021-03-10",7397
"2021-03-09",2435
"2021-03-08",4227
"2021-03-07",4793
"2021-03-06",9590
"2021-03-05",1289
"2021-03-04",9543
"2021-03-03",4167
"2021-03-02",5604
"2021-03-01",1969
"2021-02-28",8037
"2021-02-27",6406
"2021-02-26",3678
"2021-02-25",4523
"2021-02-24",5619
"2021-02-23",2333
"2021-02-22",10527
"2021-02-21",6360
"2021-02-20",14279
"2021-02-19",8195
"2021-02-18",7535
"2021-02-17",14310
"2021-02-16",10058
"2021-02-15",10405
"2021-02-14",6068
"2021-02-13",12531
"2021-02-12",4509
"2021-02-11",9253
"2021-02-10",16042
"2021-02-09",6682
"2021-02-08",7074
"2021-02-07",10764
"2021-02-06",8682
"2021-02-05",4462
"2021-02-04",9899
"2021-02-03",10286
"2021-02-02",11031
"2021-02-01",4124
"2021-01-31",9184
"2021-01-30",10752
"2021-01-29",5906
"2021-01-28",9305
"2021-01-27",17411
"2021-01-26",4250
"2021-01-25",10974
"2021-01-24",10515
"2021-01-23",2578
"2021-01-22",7905
"2021-01-21",4096
"2021-01-20",8931
"2021-01-19",5760
"2021-01-18",6811
"2021-01-17",6980
"2021-01-16",8435
"2021-01-15",17259
"2021-01-14",10541
"2021-01-13",11908
"2021-01-12",4965
"2021-01-11",1285
"2021-01-10",4648
"2021-01-09",11182
"2021-01-08",3263
"2021-01-07",10372
"2021-01-06",5426
"2021-01-05",11932
"2021-01-04",5132
"2021-01-03",9581
"2021-01-02",7149
"2021-01-01",11294
"2020-12-31",10850
"2020-12-30",15325
"2020-12-29",15102
"2020-12-28",8926
"2020-12-27",8119
"2020-12-26",12832
"2020-12-25",10275
"2020-12-24",10534
"2020-12-23",10717
"2020-12-22",8231
"2020-12-21",8903
"2020-12-20",13088
"2020-12-19",15276
"2020-12-18",4670
"2020-12-17",11562
"2020-12-16",6183
"2020-12-15",8352
"2020-12-14",9958
"2020-12-13",12903
"2020-12-12",6906
"2020-12-11",9653
"2020-12-10",5233
"2020-12-09",6852
"2020-12-08",6883
"2020-12-07",5362
"2020-12-06",7435
"2020-12-05",9786
"2020-12-04",6256
"2020-12-03",4784
"2020-12-02",7831
"2020-12-01",1758
"2020-11-30",6950
"2020-11-29",8922
"2020-11-28",10075
"2020-11-27",8649
"2020-11-26",9544
"2020-11-25",7102
"2020-11-24",3261
"2020-11-23",3364
"2020-11-22",4659
"2020-11-21",9984
"2020-11-20",3821
"2020-11-19",6974
"2020-11-18",8584
"2020-11-17",9002
"2020-11-16",5968
"2020-11-15",6542
"2020-11-14",3074
"2020-11-13",6090
"2020-11-12",4407
"2020-11-11",8647
"2020-11-10",7698
"2020-11-09",3007
"2020-11-08",2810
"2020-11-07",9271
"2020-11-06",4945
"2020-11-05",1726
"2020-11-04",6460
"2020-11-03",8760
"2020-11-02",4561
"2020-11-01",10852
"2020-10-31",4532
"2020-10-30",2426
"2020-10-29",7865
"2020-10-28",1356
"2020-10-27",5708
"2020-10-26",6350
"2020-10-25",6016
"2020-10-24",9771
"2020-10-23",6726
"2020-10-22",10238
"2020-10-21",9855
"2020-10-20",18699
"2020-10-19",7674
"2020-10-18",10295
"2020-10-17",12042
"2020-10-16",6346
"2020-10-15",8095
"2020-10-14",12216
"2020-10-13",6124
"2020-10-12",6297
"2020-10-11",8903
"2020-10-10",8005
"2020-10-09",3747
"2020-10-08",9399
"2020-10-07",8933
"2020-10-06",8299
"2020-10-05",19966
"2020-10-04",11215
"2020-10-03",11268
"2020-10-02",4466
"2020-10-01",8501
"2020-09-30",1887
"2020-09-29",8929
"2020-09-28",1303
"2020-09-27",6710
"2020-09-26",3001
"2020-09-25",6525
"2020-09-24",2745
"2020-09-23",2900
"2020-09-22",2558
"2020-09-21",300
"2020-09-20",2808
"2020-09-19",5213
"2020-09-18",157
"2020-09-17",372
"2020-09-16",5707
"2020-09-15",5975
"2020-09-14",1213
"2020-09-13",3398
"2020-09-12",5450
"2020-09-11",2212
"2020-09-10",6249
"2020-09-09",2671
"2020-09-08",7795
"2020-09-07",4185
"2020-09-06",4530
"2020-09-05",9055
"2020-09-04",1327
"2020-09-03",18694
"2020-09-02",4414
"2020-09-01",8813
"2020-08-31",12696
"2020-08-30",5896
"2020-08-29",10502
"2020-08-28",6152
"2020-08-27",1030
"2020-08-26",10757
"2020-08-25",11776
"2020-08-24",13584
"2020-08-23",7234
"2020-08-22",3474
"2020-08-21",1575
"2020-08-20",5852
"2020-08-19",7080
"2020-08-18",1725
"2020-08-17",2721
"2020-08-16",6096
"2020-08-15",7415
"2020-08-14",522
"2020-08-13",3876
"2020-08-12",639
"2020-08-11",18527
"2020-08-10",6226
"2020-08-09",7044
"2020-08-08",11138
"2020-08-07",1771
"2020-08-06",4458
"2020-08-05",6990
"2020-08-04",8238
"2020-08-03",9209
"2020-08-02",7271
"2020-08-01",11853
"2020-07-31",6869
"2020-07-30",3061
"2020-07-29",8460
"2020-07-28",10495
"2020-07-27",1416
"2020-07-26",11136
"2020-07-25",10211
"2020-07-24",11010
"2020-07-23",5041
"2020-07-22",3694
"2020-07-21",2537
"2020-07-20",5499
"2020-07-19",4150
"2020-07-18",7125
"2020-07-17",1258
"2020-07-16",6522
"2020-07-15",3448
"2020-07-14",7000
"2020-07-13",8289
"2020-07-12",595
"2020-07-11",2009
"2020-07-10",10997
"2020-07-09",5244
"2020-07-08",9364
"2020-07-07",8384
"2020-07-06",7762
"2020-07-05",1896
"2020-07-04",5187
"2020-07-03",4129
"2020-07-02",9016
"2020-07-01",4706
"2020-06-30",4314
"2020-06-29",1479
"2020-06-28",2026
"2020-06-27",7937
"2020-06-26",684
"2020-06-25",2129
"2020-06-24",3849
"2020-06-23",14665
"2020-06-22",1240
"2020-06-21",5465
"2020-06-20",27842
"2020-06-19",8211
"2020-06-18",12292
"2020-06-17",5414
"2020-06-16",12986
"2020-06-15",6769
"2020-06-14",11755
"2020-06-13",774
"2020-06-12",4823
"2020-06-11",9879
"2020-06-10",6725
"2020-06-09",1679
"2020-06-08",9621
"2020-06-07",10641
"2020-06-06",7136
"2020-06-05",1305
"2020-06-04",1322
"2020-06-03",5512
"2020-06-02",12196
"2020-06-01",1380
"2020-05-31",7982
"2020-05-30",3315
"2020-05-29",7887
"2020-05-28",5180
"2020-05-27",4716
"2020-05-26",3347
"2020-05-25",5836
"2020-05-24",10081
"2020-05-23",6171
"2020-05-22",704
"2020-05-21",7818
"2020-05-20",12318
"2020-05-19",6848
"2020-05-18",3289
"2020-05-17",11699
"2020-05-16",3356
"2020-05-15",8271
"2020-05-14",9348
"2020-05-13",10365
"2020-05-12",8833
"2020-05-11",7384
"2020-05-10",9386
"2020-05-09",3929
"2020-05-08",3170
"2020-05-07",7798
"2020-05-06",2018
"2020-05-05",3684
"2020-05-04",7243
"2020-05-03",8603
"2020-05-02",10010
"2020-05-01",1391
"2020-04-30",268
"2020-04-29",6594
"2020-04-28",8882
"2020-04-27",10752
"2020-04-26",7753
"2020-04-25",14364
"2020-04-24",1558
"2020-04-23",6200
"2020-04-22",294
"2020-04-21",1387
"2020-04-20",5118
"2020-04-19",226
"2020-04-18",228
"2020-04-17",5386
"2020-04-16",3645
"2020-04-15",5641
"2020-04-14",5901
"2020-04-13",8333
"2020-04-12",3826
"2020-04-11",5742
"2020-04-10",3183
"2020-04-09",5273
"2020-04-08",4442
"2020-04-07",421
"2020-04-06",10835
"2020-04-05",1608
"2020-04-03",11550
"2020-04-02",4017
"2020-04-01",9708
"2020-03-31",1382
"2020-03-30",8529
"2020-03-29",3486
"2020-03-28",846
"2020-03-27",3722
"2020-03-26",9857
"2020-03-25",6340
"2020-03-24",9441
"2020-03-23",6764
"2020-03-22",9527
"2020-03-21",3696
"2020-03-20",4489
"2020-03-19",2505
"2020-03-18",8616
"2020-03-17",1365
"2020-03-16",7243
"2020-03-15",2699
"2020-03-14",1399
"2020-03-13",1641
"2020-03-12",5500
"2020-03-11",8048
"2020-03-10",6345
"2020-03-09",7795
"2020-03-08",3299
"2020-03-07",6735
"2020-03-06",3751
"2020-03-05",5172
"2020-03-04",6569
"2020-03-03",8869
"2020-03-02",5937
"2020-03-01",6761
"2020-02-29",6292
"2020-02-28",7480
"2020-02-27",9408
"2020-02-26",3327
"2020-02-25",8548
"2020-02-24",2896
"2020-02-23",4513
"2020-02-22",6624
"2020-02-21",5307
"2020-02-20",6501
"2020-02-19",3768
"2020-02-18",13386
"2020-02-17",4284
"2020-02-16",3898
"2020-02-15",4120
"2020-02-14",8234
"2020-02-13",6296
"2020-02-12",7421
"2020-02-11",9577
"2020-02-10",4353
"2020-02-09",2636
"2020-02-08",4343
"2020-02-07",6495
"2020-02-06",10397
"2020-02-05",4745
"2020-02-04",10381
"2020-02-03",8123
"2020-02-02",1710
"2020-02-01",5961
"2020-01-31",8480
"2020-01-30",8497
"2020-01-29",5658
"2020-01-28",8767
"2020-01-27",3303
"2020-01-26",6521
"2020-01-25",2466
"2020-01-24",3565
"2020-01-23",8866
"2020-01-22",3255
"2020-01-21",8487
"2020-01-20",3290
"2020-01-19",3970
"2020-01-18",1184
"2020-01-17",5973
"2020-01-16",6238
"2020-01-15",5043
"2020-01-14",10582
"2020-01-13",6861
"2020-01-12",2834
"2020-01-11",3775
"2020-01-10",7556
"2020-01-09",9707
"2020-01-08",2855
"2020-01-07",12636
"2020-01-06",5596
"2020-01-05",4221
"2020-01-04",2560
"2020-01-03",4412
"2020-01-02",5661
"2020-01-01",9288
"2019-12-31",10108
"2019-12-30",10138
"2019-12-29",5671
"2019-12-28",11174
"2019-12-27",8433
"2019-12-26",9727
"2019-12-25",6596
"2019-12-24",5901
"2019-12-23",6767
"2019-12-22",2503
"2019-12-21",4931
"2019-12-20",6694
"2019-12-19",5789
"2019-12-18",7421
"2019-12-17",8958
"2019-12-16",4593
"2019-12-15",11221
"2019-12-14",18252
"2019-12-13",11833
"2019-12-12",8746
"2019-12-11",6261
"2019-12-10",4550
"2019-12-09",6173
"2019-12-08",3775
"2019-12-07",3617
"2019-12-06",4674
"2019-12-05",10109
"2019-12-04",4885
"2019-12-03",8630
"2019-12-02",2090
"2019-12-01",3356
"2019-11-30",18911
"2019-11-29",4503
"2019-11-28",5669
"2019-11-27",2602
"2019-11-26",6094
"2019-11-25",2919
"2019-11-24",5332
"2019-11-23",2835
"2019-11-22",3076
"2019-11-21",10464
"2019-11-20",4447
"2019-11-19",6980
"2019-11-18",6301
"2019-11-17",3093
"2019-11-16",5203
"2019-11-15",16009
"2019-11-14",4887
"2019-11-13",4933
"2019-11-12",8937
"2019-11-11",4270
"2019-11-10",10129
"2019-11-09",7234
"2019-11-08",2166
"2019-11-07",7251
"2019-11-06",7832
"2019-11-05",8746
"2019-11-04",3597
"2019-11-03",13059
"2019-11-02",3987
"2019-11-01",4877
"2019-10-31",6526
"2019-10-30",4914
"2019-10-29",4789
"2019-10-28",8886
"2019-10-27",2407
"2019-10-26",7730
"2019-10-25",6562
"2019-10-24",7553
"2019-10-23",2412
"2019-10-22",5287
"2019-10-21",4975
"2019-10-20",5620
"2019-10-19",1284
"2019-10-18",2490
"2019-10-17",7615
"2019-10-16",8817
"2019-10-15",4858
"2019-10-14",2212
"2019-10-13",5842
"2019-10-12",6715
"2019-10-11",5689
"2019-10-10",11062
"2019-10-09",3565
"2019-10-08",5726
"2019-10-07",4259
"2019-10-06",8275
"2019-10-05",2340
"2019-10-04",8065
"2019-10-03",7561
"2019-10-02",6801
"2019-10-01",5710
"2019-09-30",7653
"2019-09-29",14729
"2019-09-28",9166
"2019-09-27",8179
"2019-09-26",13334
"2019-09-25",13575
"2019-09-24",10708
"2019-09-23",13372
"2019-09-22",6743
"2019-09-21",8538
"2019-09-20",13744
"2019-09-19",7776
"2019-09-18",12761
"2019-09-17",11704
"2019-09-16",12247
"2019-09-15",12099
"2019-09-14",12691
"2019-09-13",6832
"2019-09-12",16335
"2019-09-11",6911
"2019-09-10",3550
"2019-09-09",4165
"2019-09-08",2912
"2019-09-07",18720
"2019-09-06",10887
"2019-09-05",2885
"2019-09-04",2717
"2019-09-03",10975
"2019-09-02",4412
"2019-09-01",12066
"2019-08-31",11334
"2019-08-30",7126
"2019-08-29",9007
"2019-08-28",3729
"2019-08-27",7219
"2019-08-26",10000
"2019-08-25",7219
"2019-08-24",5932
"2019-08-23",8157
"2019-08-22",6901
"2019-08-21",11733
"2019-08-20",11117
"2019-08-19",11513
"2019-08-18",7727
"2019-08-17",7168
"2019-08-16",3388
"2019-08-15",12773
"2019-08-14",10705
"2019-08-13",13258
"2019-08-12",9253
"2019-08-11",5487
"2019-08-10",3863
"2019-08-09",7731
"2019-08-08",12745
"2019-08-07",7864
"2019-08-06",12072
"2019-08-05",7438
"2019-08-04",4266
"2019-08-03",7236
"2019-08-02",8606
"2019-08-01",8351
"2019-07-31",7769
"2019-07-30",12770
"2019-07-29",4391
"2019-07-28",13190
"2019-07-27",22351
"2019-07-26",4226
"2019-07-25",13760
"2019-07-24",15635
"2019-07-23",13734
"2019-07-22",7777
"2019-07-21",8164
"2019-07-20",7880
"2019-07-19",11088
"2019-07-18",11600
"2019-07-17",14457
"2019-07-16",10840
"2019-07-15",6118
"2019-07-14",7783
"2019-07-13",7497
"2019-07-12",8369
"2019-07-11",17320
"2019-07-10",15379
"2019-07-09",12414
"2019-07-08",8055
"2019-07-07",13939
"2019-07-06",9845
"2019-07-05",5785
"2019-07-04",14212
"2019-07-03",11003
"2019-07-02",14534
"2019-07-01",7878
"2019-06-30",7834
"2019-06-29",13313
"2019-06-28",4952
"2019-06-27",12519
"2019-06-26",9662
"2019-06-25",15502
"2019-06-24",7290
"2019-06-23",11494
"2019-06-22",8461
"2019-06-21",18730
"2019-06-20",12106
"2019-06-19",9745
"2019-06-18",6945
"2019-06-17",11857
"2019-06-16",7733
"2019-06-15",11217
"2019-06-14",3861
"2019-06-13",10321
"2019-06-12",12927
"2019-06-11",24207
"2019-06-10",18199
"2019-06-09",13902
"2019-06-08",4915
"2019-06-07",14648
"2019-06-06",12691
"2019-06-05",14243
"2019-06-04",10230
"2019-06-03",10015
"2019-06-02",2539
"2019-06-01",7583
"2019-05-31",9383
"2019-05-30",11442
"2019-05-29",12876
"2019-05-28",13479
"2019-05-27",7546
"2019-05-26",10628
"2019-05-25",12430
"2019-05-24",7374
"2019-05-23",12761
"2019-05-22",19086
"2019-05-21",13322
"2019-05-20",9041
"2019-05-19",5696
"2019-05-18",12632
"2019-05-17",8765
"2019-05-16",9425
"2019-05-15",11643
"2019-05-14",11077
"2019-05-13",9585
"2019-05-12",12757
"2019-05-11",10523
"2019-05-10",12388
"2019-05-09",21733
"2019-05-08",14869
"2019-05-07",17404
"2019-05-06",15186
"2019-05-05",16434
"2019-05-04",4462
"2019-05-03",12013
"2019-05-02",11568
"2019-05-01",16146
"2019-04-30",15546
"2019-04-29",17408
"2019-04-28",12185
"2019-04-27",9462
"2019-04-26",16341
"2019-04-25",17674
"2019-04-24",10801
"2019-04-23",14642
"2019-04-22",15279
"2019-04-21",14256
"2019-04-20",8561
"2019-04-19",17056
"2019-04-18",11525
"2019-04-17",16192
"2019-04-16",12637
"2019-04-15",8834
"2019-04-14",14347
"2019-04-13",6008
"2019-04-12",18824
"2019-04-11",14339
"2019-04-10",7066
"2019-04-09",11033
"2019-04-08",11622
"2019-04-07",4208
"2019-04-06",5852
"2019-04-05",20050
"2019-04-04",14145
"2019-04-03",6491
"2019-04-02",10592
"2019-04-01",10547
"2019-03-31",10691
"2019-03-30",7979
"2019-03-29",17564
"2019-03-28",7088
"2019-03-27",12748
"2019-03-26",17434
"2019-03-25",3877
"2019-03-24",18854
"2019-03-23",15244
"2019-03-22",9745
"2019-03-21",20393
"2019-03-20",11562
"2019-03-19",18687
"2019-03-18",12049
"2019-03-17",17728
"2019-03-16",10980
"2019-03-15",12690
"2019-03-14",5914
"2019-03-13",10373
"2019-03-12",7549
"2019-03-11",10584
"2019-03-10",7132
"2019-03-09",14142
"2019-03-08",10836
"2019-03-07",12656
"2019-03-06",6119
"2019-03-05",6179
"2019-03-04",8133
"2019-03-03",14576
"2019-03-02",12675
"2019-03-01",11943
"2019-02-28",9688
"2019-02-27",7103
"2019-02-26",6979
"2019-02-25",5539
"2019-02-24",5981
"2019-02-23",13943
"2019-02-22",12164
"2019-02-21",9979
"2019-02-20",8261
"2019-02-19",11348
"2019-02-18",7894
"2019-02-17",10778
"2019-02-16",10604
"2019-02-15",11159
"2019-02-14",5714
"2019-02-13",10442
"2019-02-12",13265
"2019-02-11",5074
"2019-02-10",7220
"2019-02-09",11401
"2019-02-08",13123
"2019-02-07",12485
"2019-02-06",6431
"2019-02-05",6385
"2019-02-04",4774
"2019-02-03",10670
"2019-02-02",13604
"2019-02-01",11013
"2019-01-31",4263
"2019-01-30",12901
"2019-01-29",9171
"2019-01-28",10804
"2019-01-27",6518
"2019-01-26",10197
"2019-01-25",13887
"2019-01-24",7395
"2019-01-23",5861
"2019-01-22",8070
"2019-01-21",4474
"2019-01-20",8109
"2019-01-19",13249
"2019-01-18",7245
"2019-01-17",6498
"2019-01-16",11658
"2019-01-15",6391
"2019-01-14",6365
"2019-01-13",10691
"2019-01-12",3904
"2019-01-11",10576
"2019-01-10",7230
"2019-01-09",11031
"2019-01-08",12097
"2019-01-07",12236
"2019-01-06",2479
"2019-01-05",9399
"2019-01-04",5381
"2019-01-03",8040
"2019-01-02",7394
"2019-01-01",4081
"2018-12-31",4727
"2018-12-30",2726
"2018-12-29",3075
"2018-12-28",7126
"2018-12-27",6255
